DATE,ORG_CODE,GRADE_SORT_ORDER,GRADE,SPECIALITY_GROUP,SPECIALTY,FTE
30/09/2017,RXR,6,Core Training,Emergency Medicine,Emergency Medicine,8.2
30/09/2017,RXR,6,Core Training,General medicine group,Acute Internal Medicine,1
30/09/2017,RXR,6,Core Training,General medicine group,Cardiology,5
30/09/2017,RXR,6,Core Training,General medicine group,Endocrinology and diabetes mellitus,3
30/09/2017,RXR,6,Core Training,General medicine group,Gastroenterology,4
30/09/2017,RXR,6,Core Training,General medicine group,General (internal) medicine,7
30/09/2017,RXR,6,Core Training,General medicine group,Geriatric medicine,3
30/09/2017,RXR,6,Core Training,General medicine group,Other,1
30/09/2017,RXR,6,Core Training,General medicine group,Respiratory medicine,5
30/09/2017,RXR,6,Core Training,Obstetrics & gynaecology,Obstetrics and Gynaecology,1
30/09/2017,RXR,6,Core Training,Paediatric group,Paediatrics,4.2
30/09/2017,RXR,6,Core Training,Surgical group,General surgery,5
30/09/2017,RXR,6,Core Training,Surgical group,Otolaryngology,4
30/09/2017,RXR,6,Core Training,Surgical group,Trauma and orthopaedic surgery,6
30/09/2017,RXR,6,Core Training,Surgical group,Urology,2
30/09/2017,RXR,7,Foundation Doctor Year 2,Emergency Medicine,Emergency Medicine,8
30/09/2017,RNA,7,Foundation Doctor Year 2,General medicine group,Respiratory medicine,3
30/09/2017,RNA,7,Foundation Doctor Year 2,Paediatric group,Paediatrics,1
30/09/2017,RNA,7,Foundation Doctor Year 2,Pathology group,Chemical pathology,1
30/09/2017,RNA,7,Foundation Doctor Year 2,Surgical group,General surgery,1
30/09/2017,RNA,7,Foundation Doctor Year 2,Surgical group,Otolaryngology,1
30/09/2017,RNA,7,Foundation Doctor Year 2,Surgical group,Trauma and orthopaedic surgery,2
30/09/2017,RNA,8,Foundation Doctor Year 1,General medicine group,Cardiology,1
30/09/2017,RNA,8,Foundation Doctor Year 1,General medicine group,Gastroenterology,1
30/09/2017,RNA,8,Foundation Doctor Year 1,General medicine group,Geriatric medicine,1
30/09/2017,RNA,8,Foundation Doctor Year 1,General medicine group,Other,1
30/09/2017,RNA,8,Foundation Doctor Year 1,General medicine group,Renal medicine,1
30/09/2017,RNA,8,Foundation Doctor Year 1,General medicine group,Respiratory medicine,1
30/09/2017,RNA,8,Foundation Doctor Year 1,General medicine group,Rheumatology,1
30/09/2017,RNA,8,Foundation Doctor Year 1,Obstetrics & gynaecology,Obstetrics and Gynaecology,1
30/09/2017,RNA,8,Foundation Doctor Year 1,Paediatric group,Paediatrics,1
30/09/2017,RNA,8,Foundation Doctor Year 1,Pathology group,Haematology,3
30/09/2017,RNA,8,Foundation Doctor Year 1,Psychiatry group,General psychiatry,2
30/09/2017,RBZ,7,Foundation Doctor Year 2,General medicine group,General Practice (GP) 6 month Training,4
30/09/2017,RBZ,7,Foundation Doctor Year 2,Obstetrics & gynaecology,Obstetrics and Gynaecology,1
30/09/2017,RBZ,7,Foundation Doctor Year 2,Pathology group,Haematology,1
30/09/2017,RBZ,7,Foundation Doctor Year 2,Surgical group,Urology,0.675
30/09/2017,RBZ,8,Foundation Doctor Year 1,General medicine group,General (internal) medicine,13.6
30/09/2017,RBZ,8,Foundation Doctor Year 1,Paediatric group,Paediatrics,1
30/09/2017,RBZ,8,Foundation Doctor Year 1,Surgical group,General surgery,6
30/09/2017,RBZ,8,Foundation Doctor Year 1,Surgical group,Trauma and orthopaedic surgery,2
30/09/2017,RBZ,9,Hospital Practitioner / Clinical Assistant,General medicine group,Dermatology,0.21334
30/09/2017,RBZ,10,Other and Local HCHS Doctor Grades,General medicine group,General (internal) medicine,0.8
30/09/2017,RBZ,10,Other and Local HCHS Doctor Grades,PHM & CHS group,Community Health Service Dental,4.5
30/09/2017,RD1,1,Consultant (including Directors of Public Health),Anaesthetics,Anaesthetics,29
30/09/2017,RD1,1,Consultant (including Directors of Public Health),Clinical oncology,Clinical oncology,10.05
30/09/2017,RD1,1,Consultant (including Directors of Public Health),Dental group,Oral and maxillo-facial surgery,2
30/09/2017,RD1,1,Consultant (including Directors of Public Health),Dental group,Orthodontics,1.5
30/09/2017,RD1,1,Consultant (including Directors of Public Health),Emergency Medicine,Emergency Medicine,9.7
30/09/2017,RXR,7,Foundation Doctor Year 2,General medicine group,General (internal) medicine,9
30/09/2017,RXR,7,Foundation Doctor Year 2,Obstetrics & gynaecology,Obstetrics and Gynaecology,2
30/09/2017,RXR,7,Foundation Doctor Year 2,Paediatric group,Paediatrics,9
30/09/2017,RXR,7,Foundation Doctor Year 2,PHM & CHS group,Public Health Medicine,22
30/09/2017,RXR,7,Foundation Doctor Year 2,Psychiatry group,General psychiatry,8
30/09/2017,RXR,7,Foundation Doctor Year 2,Surgical group,General surgery,7
30/09/2017,RXR,7,Foundation Doctor Year 2,Surgical group,Trauma and orthopaedic surgery,5
30/09/2017,RXR,7,Foundation Doctor Year 2,Surgical group,Urology,1
30/09/2017,RXR,7,Foundation Doctor Year 2,Surgical group,Vascular Surgery,1
30/09/2017,RXR,8,Foundation Doctor Year 1,Anaesthetics,Anaesthetics,1
30/09/2017,RXR,8,Foundation Doctor Year 1,Clinical oncology,Clinical oncology,1
30/09/2017,RXR,8,Foundation Doctor Year 1,Emergency Medicine,Emergency Medicine,5
30/09/2017,RXR,8,Foundation Doctor Year 1,General medicine group,Endocrinology and diabetes mellitus,1
30/09/2017,RXR,8,Foundation Doctor Year 1,General medicine group,General (internal) medicine,26
30/09/2017,RXR,8,Foundation Doctor Year 1,Obstetrics & gynaecology,Obstetrics and Gynaecology,2
30/09/2017,RXR,8,Foundation Doctor Year 1,Paediatric group,Paediatrics,5
30/09/2017,RXR,8,Foundation Doctor Year 1,Psychiatry group,General psychiatry,4
30/09/2017,RNA,8,Foundation Doctor Year 1,Surgical group,General surgery,9
30/09/2017,RNA,8,Foundation Doctor Year 1,Surgical group,Trauma and orthopaedic surgery,1
30/09/2017,RNA,8,Foundation Doctor Year 1,Surgical group,Urology,2
30/09/2017,RNA,9,Hospital Practitioner / Clinical Assistant,General medicine group,Cardiology,0.27273
30/09/2017,RNA,9,Hospital Practitioner / Clinical Assistant,General medicine group,Renal medicine,0.18182
30/09/2017,RQ3,1,Consultant (including Directors of Public Health),Anaesthetics,Anaesthetics,34.875
30/09/2017,RQ3,1,Consultant (including Directors of Public Health),Anaesthetics,Intensive care medicine,29
30/09/2017,RQ3,1,Consultant (including Directors of Public Health),Dental group,Oral and maxillo-facial surgery,4.76818
30/09/2017,RQ3,1,Consultant (including Directors of Public Health),Dental group,Paediatric dentistry,2.8
30/09/2017,RQ3,1,Consultant (including Directors of Public Health),Emergency Medicine,Emergency Medicine,7
30/09/2017,RQ3,1,Consultant (including Directors of Public Health),General medicine group,Cardiology,0.1
30/09/2017,RQ3,1,Consultant (including Directors of Public Health),General medicine group,Clinical genetics,13.075
30/09/2017,RQ3,1,Consultant (including Directors of Public Health),General medicine group,Clinical neurophysiology,1
30/09/2017,RQ3,1,Consultant (including Directors of Public Health),General medicine group,Dermatology,2.1
30/09/2017,RQ3,1,Consultant (including Directors of Public Health),General medicine group,Endocrinology and diabetes mellitus,5.525
30/09/2017,RD1,1,Consultant (including Directors of Public Health),General medicine group,Acute Internal Medicine,6.8
30/09/2017,RD1,1,Consultant (including Directors of Public Health),General medicine group,Cardiology,9.8
30/09/2017,RD1,1,Consultant (including Directors of Public Health),General medicine group,Dermatology,4.55
30/09/2017,RD1,1,Consultant (including Directors of Public Health),General medicine group,Endocrinology and diabetes mellitus,6
30/09/2017,RD1,1,Consultant (including Directors of Public Health),General medicine group,Gastroenterology,10
30/09/2017,RD1,1,Consultant (including Directors of Public Health),General medicine group,Genito-urinary medicine,1.7
30/09/2017,RD1,1,Consultant (including Directors of Public Health),General medicine group,Geriatric medicine,14.175
30/09/2017,RD1,1,Consultant (including Directors of Public Health),General medicine group,Medical oncology,0.7
30/09/2017,RD1,1,Consultant (including Directors of Public Health),General medicine group,Neurology,2.95
30/09/2017,RD1,1,Consultant (including Directors of Public Health),General medicine group,Occupational medicine,0.625
30/09/2017,RD1,1,Consultant (including Directors of Public Health),General medicine group,Respiratory medicine,7.544
30/09/2017,RD1,1,Consultant (including Directors of Public Health),General medicine group,Rheumatology,8.95
30/09/2017,RD1,1,Consultant (including Directors of Public Health),Obstetrics & gynaecology,Obstetrics and Gynaecology,9.9
30/09/2017,RD1,1,Consultant (including Directors of Public Health),Paediatric group,Paediatrics,13.25
30/09/2017,RXR,8,Foundation Doctor Year 1,Surgical group,General surgery,13
30/09/2017,RXR,8,Foundation Doctor Year 1,Surgical group,Ophthalmology,1
30/09/2017,RXR,8,Foundation Doctor Year 1,Surgical group,Trauma and orthopaedic surgery,4
30/09/2017,RXR,8,Foundation Doctor Year 1,Surgical group,Urology,3
30/09/2017,RXR,8,Foundation Doctor Year 1,Surgical group,Vascular Surgery,3
30/09/2017,RXR,9,Hospital Practitioner / Clinical Assistant,Dental group,Orthodontics,0.18182
30/09/2017,RXR,9,Hospital Practitioner / Clinical Assistant,General medicine group,General Med Practitioner,5.99333
30/09/2017,RXV,1,Consultant (including Directors of Public Health),Psychiatry group,Child and adolescent psychiatry,4.4
30/09/2017,RXV,1,Consultant (including Directors of Public Health),Psychiatry group,Forensic psychiatry,15.65
30/09/2017,RXV,1,Consultant (including Directors of Public Health),Psychiatry group,General psychiatry,59.075
30/09/2017,RXV,1,Consultant (including Directors of Public Health),Psychiatry group,Old age psychiatry,3
30/09/2017,RXV,1,Consultant (including Directors of Public Health),Psychiatry group,Psychotherapy,5.5
30/09/2017,RXV,2,Associate Specialist,Psychiatry group,General psychiatry,1
30/09/2017,RXV,3,Specialty Doctor,Psychiatry group,General psychiatry,18.4
30/09/2017,RXV,5,Specialty Registrar,General medicine group,Other,1.5
30/09/2017,RXV,5,Specialty Registrar,PHM & CHS group,Community Health Service Medical,0.8
30/09/2017,RQ3,1,Consultant (including Directors of Public Health),General medicine group,Gastroenterology,6.7
30/09/2017,RQ3,1,Consultant (including Directors of Public Health),General medicine group,Medical oncology,4.8
30/09/2017,RQ3,1,Consultant (including Directors of Public Health),General medicine group,Other,1.5
30/09/2017,RQ3,1,Consultant (including Directors of Public Health),General medicine group,Renal medicine,5.75
30/09/2017,RQ3,1,Consultant (including Directors of Public Health),General medicine group,Respiratory medicine,5.35
30/09/2017,RQ3,1,Consultant (including Directors of Public Health),General medicine group,Rheumatology,3.6
30/09/2017,RQ3,1,Consultant (including Directors of Public Health),Obstetrics & gynaecology,Obstetrics and Gynaecology,24.785
30/09/2017,RQ3,1,Consultant (including Directors of Public Health),Paediatric group,Paediatric cardiology,10
30/09/2017,RQ3,1,Consultant (including Directors of Public Health),Paediatric group,Paediatrics,30.4
30/09/2017,RQ3,1,Consultant (including Directors of Public Health),Pathology group,Haematology,6
30/09/2017,RQ3,1,Consultant (including Directors of Public Health),Pathology group,Histopathology,8.791
30/09/2017,RQ3,1,Consultant (including Directors of Public Health),Pathology group,Immunology,2
30/09/2017,RQ3,1,Consultant (including Directors of Public Health),Pathology group,Medical microbiology,2
30/09/2017,RQ3,1,Consultant (including Directors of Public Health),Psychiatry group,Child and adolescent psychiatry,12.125
30/09/2017,RXV,5,Specialty Registrar,Psychiatry group,Child and adolescent psychiatry,2
30/09/2017,RXV,5,Specialty Registrar,Psychiatry group,Forensic psychiatry,6.5
30/09/2017,RXV,5,Specialty Registrar,Psychiatry group,General psychiatry,17.17
30/09/2017,RXV,5,Specialty Registrar,Psychiatry group,Old age psychiatry,3.7
30/09/2017,RXV,5,Specialty Registrar,Psychiatry group,Psychotherapy,1
30/09/2017,RXV,6,Core Training,Psychiatry group,Child and adolescent psychiatry,2
30/09/2017,RXV,6,Core Training,Psychiatry group,Forensic psychiatry,6
30/09/2017,RXV,6,Core Training,Psychiatry group,General psychiatry,12
30/09/2017,RXV,6,Core Training,Psychiatry group,Old age psychiatry,8.309
30/09/2017,RXV,6,Core Training,Psychiatry group,Psychiatry of learning disability,1
30/09/2017,RXV,9,Hospital Practitioner / Clinical Assistant,General medicine group,General Med Practitioner,2.57867
30/09/2017,RXV,9,Hospital Practitioner / Clinical Assistant,Psychiatry group,General psychiatry,0.4
30/09/2017,RY1,1,Consultant (including Directors of Public Health),PHM & CHS group,Community Health Service Medical,3
30/09/2017,RY1,1,Consultant (including Directors of Public Health),Psychiatry group,Psychotherapy,0.2
30/09/2017,RY1,9,Hospital Practitioner / Clinical Assistant,General medicine group,General Med Practitioner,1.27778
30/09/2017,RY1,10,Other and Local HCHS Doctor Grades,Dental group,Paediatric dentistry,0.4
30/09/2017,RY1,10,Other and Local HCHS Doctor Grades,PHM & CHS group,Community Health Service Dental,15.27173
30/09/2017,RY1,10,Other and Local HCHS Doctor Grades,PHM & CHS group,General Dental Practitioner,1
30/09/2017,RY2,1,Consultant (including Directors of Public Health),General medicine group,Dermatology,0.6
30/09/2017,RY2,1,Consultant (including Directors of Public Health),General medicine group,General (internal) medicine,0.2
30/09/2017,RY2,1,Consultant (including Directors of Public Health),General medicine group,Palliative medicine,1.8
30/09/2017,RY2,1,Consultant (including Directors of Public Health),Paediatric group,Paediatrics,2.7
30/09/2017,RY2,1,Consultant (including Directors of Public Health),PHM & CHS group,Community Health Service Medical,8.1125
30/09/2017,RY2,2,Associate Specialist,PHM & CHS group,Community Health Service Medical,1.6
30/09/2017,RY2,3,Specialty Doctor,General medicine group,General Med Practitioner,0.46391
30/09/2017,RY2,3,Specialty Doctor,General medicine group,Palliative medicine,0.8
30/09/2017,RY2,3,Specialty Doctor,PHM & CHS group,Community Health Service Medical,7.09852
30/09/2017,RY2,5,Specialty Registrar,General medicine group,General Med Practitioner,0.40909
30/09/2017,RY2,9,Hospital Practitioner / Clinical Assistant,General medicine group,General Med Practitioner,1.77324
30/09/2017,RY2,10,Other and Local HCHS Doctor Grades,Emergency Medicine,Emergency Medicine,0.32
30/09/2017,RY2,10,Other and Local HCHS Doctor Grades,PHM & CHS group,Community Health Service Dental,27.27415
30/09/2017,RD1,1,Consultant (including Directors of Public Health),Pathology group,General pathology,7.65
30/09/2017,RD1,1,Consultant (including Directors of Public Health),Pathology group,Haematology,4.63
30/09/2017,RD1,1,Consultant (including Directors of Public Health),Pathology group,Medical microbiology,2.775
30/09/2017,RD1,1,Consultant (including Directors of Public Health),Radiology group,Clinical radiology,19.78636
30/09/2017,RD1,1,Consultant (including Directors of Public Health),Surgical group,General surgery,13.45
30/09/2017,RD1,1,Consultant (including Directors of Public Health),Surgical group,Ophthalmology,4.674
30/09/2017,RD1,1,Consultant (including Directors of Public Health),Surgical group,Otolaryngology,4
30/09/2017,RD1,1,Consultant (including Directors of Public Health),Surgical group,Trauma and orthopaedic surgery,15.025
30/09/2017,RD1,1,Consultant (including Directors of Public Health),Surgical group,Urology,6
30/09/2017,RD1,2,Associate Specialist,Anaesthetics,Anaesthetics,5.75
30/09/2017,RD1,2,Associate Specialist,Clinical oncology,Clinical oncology,2
30/09/2017,RD1,2,Associate Specialist,Dental group,Oral and maxillo-facial surgery,0.3
30/09/2017,RD1,2,Associate Specialist,General medicine group,Cardiology,0.27273
30/09/2017,RD1,2,Associate Specialist,General medicine group,Dermatology,0.8
30/09/2017,RD1,2,Associate Specialist,General medicine group,Geriatric medicine,0.2
30/09/2017,RD1,2,Associate Specialist,General medicine group,Rheumatology,0.2
30/09/2017,RY2,10,Other and Local HCHS Doctor Grades,PHM & CHS group,Community Health Service Medical,0.76168
30/09/2017,RY2,10,Other and Local HCHS Doctor Grades,PHM & CHS group,General Dental Practitioner,4.56667
