ORG_CODE,DATE,POPULATION,QUESTION,RATING_SCORE
RXH,17/08/2016,Overall,Well-led,0
RXH,17/08/2016,Overall,Overall,0
RXK,31/10/2017,Community health inpatient services,Safe,0
RXK,31/10/2017,Community health inpatient services,Effective,0
RXK,31/10/2017,Community health inpatient services,Caring,2
RXK,31/10/2017,Community health inpatient services,Responsive,1
RXK,31/10/2017,Community health inpatient services,Well-led,0
RXK,31/10/2017,Community health inpatient services,Overall,0
RXK,17/11/2015,"Community health services for children, young people and families",Safe,2
RXK,17/11/2015,"Community health services for children, young people and families",Effective,2
RXK,17/11/2015,"Community health services for children, young people and families",Caring,3
RXK,17/11/2015,"Community health services for children, young people and families",Responsive,2
RXK,17/11/2015,"Community health services for children, young people and families",Well-led,3
RXK,17/11/2015,"Community health services for children, young people and families",Overall,3
RXK,31/10/2017,End of life care,Safe,2
RXK,31/10/2017,End of life care,Effective,3
RXK,31/10/2017,End of life care,Caring,3
RXK,31/10/2017,End of life care,Responsive,3
RXK,31/10/2017,End of life care,Well-led,3
RXK,31/10/2017,End of life care,Overall,3
RXK,31/10/2017,Overall,Safe,1
RXK,31/10/2017,Overall,Effective,1
RXK,31/10/2017,Overall,Caring,3
RXK,31/10/2017,Overall,Responsive,1
RXK,31/10/2017,Overall,Well-led,2
RXK,31/10/2017,Overall,Overall,1
RXL,22/03/2018,Community dental services,Safe,1
RXL,22/03/2018,Community dental services,Effective,2
RXL,22/03/2018,Community dental services,Caring,2
RXL,22/03/2018,Community dental services,Responsive,2
RXL,22/03/2018,Community dental services,Well-led,2
RXL,22/03/2018,Community dental services,Overall,2
RXL,22/03/2018,Community health (sexual health services),Safe,2
RXL,22/03/2018,Community health (sexual health services),Effective,2
RXL,22/03/2018,Community health (sexual health services),Caring,2
RXL,22/03/2018,Community health (sexual health services),Responsive,2
RXL,22/03/2018,Community health (sexual health services),Well-led,2
RXL,22/03/2018,Community health (sexual health services),Overall,2
RXL,22/03/2018,Community health services for adults,Safe,2
RXL,22/03/2018,Community health services for adults,Effective,2
RXL,22/03/2018,Community health services for adults,Caring,3
RXL,22/03/2018,Community health services for adults,Responsive,3
RXL,22/03/2018,Community health services for adults,Well-led,2
RXL,22/03/2018,Community health services for adults,Overall,3
RXL,22/03/2018,"Community health services for children, young people and families",Safe,2
RXL,22/03/2018,"Community health services for children, young people and families",Effective,2
RXL,22/03/2018,"Community health services for children, young people and families",Caring,2
RXL,22/03/2018,"Community health services for children, young people and families",Responsive,2
RXL,22/03/2018,"Community health services for children, young people and families",Well-led,2
RXL,22/03/2018,"Community health services for children, young people and families",Overall,2
RXL,22/03/2018,Overall,Safe,1
RXL,22/03/2018,Overall,Effective,2
RXL,22/03/2018,Overall,Caring,2
RXL,22/03/2018,Overall,Responsive,1
RXL,22/03/2018,Overall,Well-led,2
RXL,22/03/2018,Overall,Overall,1
RXL,22/03/2018,Specialist community mental health services for children and young people,Safe,1
RXL,22/03/2018,Specialist community mental health services for children and young people,Effective,2
RXL,22/03/2018,Specialist community mental health services for children and young people,Caring,2
RXL,22/03/2018,Specialist community mental health services for children and young people,Responsive,2
RXL,22/03/2018,Specialist community mental health services for children and young people,Well-led,2
RXL,22/03/2018,Specialist community mental health services for children and young people,Overall,2
RXM,29/09/2016,Acute wards for adults of working age and psychiatric intensive care units,Safe,1
RXM,29/09/2016,Acute wards for adults of working age and psychiatric intensive care units,Effective,1
RXM,29/09/2016,Acute wards for adults of working age and psychiatric intensive care units,Caring,2
RXM,29/09/2016,Acute wards for adults of working age and psychiatric intensive care units,Responsive,2
RXM,29/09/2016,Acute wards for adults of working age and psychiatric intensive care units,Well-led,1
RXM,29/09/2016,Acute wards for adults of working age and psychiatric intensive care units,Overall,1
RXM,04/04/2017,"Community health services for children, young people and families",Safe,2
RXM,04/04/2017,"Community health services for children, young people and families",Effective,2
RXM,04/04/2017,"Community health services for children, young people and families",Caring,3
RXM,04/04/2017,"Community health services for children, young people and families",Responsive,1
RXM,04/04/2017,"Community health services for children, young people and families",Well-led,1
RXM,04/04/2017,"Community health services for children, young people and families",Overall,1
RXM,29/09/2016,Community mental health services for people with learning disabilities or autism,Safe,2
RXM,29/09/2016,Community mental health services for people with learning disabilities or autism,Effective,1
RXM,29/09/2016,Community mental health services for people with learning disabilities or autism,Caring,2
RXM,29/09/2016,Community mental health services for people with learning disabilities or autism,Responsive,1
RXM,29/09/2016,Community mental health services for people with learning disabilities or autism,Well-led,2
RXM,29/09/2016,Community mental health services for people with learning disabilities or autism,Overall,1
RXM,29/09/2016,Community-based mental health services for adults of working age,Safe,1
RXM,29/09/2016,Community-based mental health services for adults of working age,Effective,1
RXM,29/09/2016,Community-based mental health services for adults of working age,Caring,2
RXM,29/09/2016,Community-based mental health services for adults of working age,Responsive,1
RXM,29/09/2016,Community-based mental health services for adults of working age,Well-led,1
RXM,29/09/2016,Community-based mental health services for adults of working age,Overall,1
RXM,29/09/2016,Community-based mental health services for older people,Safe,2
RXM,29/09/2016,Community-based mental health services for older people,Effective,2
RXM,29/09/2016,Community-based mental health services for older people,Caring,2
RXM,29/09/2016,Community-based mental health services for older people,Responsive,1
RXM,29/09/2016,Community-based mental health services for older people,Well-led,2
RXM,29/09/2016,Community-based mental health services for older people,Overall,2
RXM,29/03/2017,Forensic inpatient/secure wards,Safe,1
RXM,29/03/2017,Forensic inpatient/secure wards,Effective,1
RXM,29/03/2017,Forensic inpatient/secure wards,Caring,2
RXM,29/03/2017,Forensic inpatient/secure wards,Responsive,2
RXM,29/03/2017,Forensic inpatient/secure wards,Well-led,1
RXM,29/03/2017,Forensic inpatient/secure wards,Overall,1
RXM,29/09/2016,Long stay/rehabilitation mental health wards for working age adults,Safe,2
RXM,29/09/2016,Long stay/rehabilitation mental health wards for working age adults,Effective,1
RXM,29/09/2016,Long stay/rehabilitation mental health wards for working age adults,Caring,2
RXM,29/09/2016,Long stay/rehabilitation mental health wards for working age adults,Responsive,2
RXM,29/09/2016,Long stay/rehabilitation mental health wards for working age adults,Well-led,2
RXM,29/09/2016,Long stay/rehabilitation mental health wards for working age adults,Overall,2
RXM,29/09/2016,Mental health crisis services and health-based places of safety,Safe,1
RXM,29/09/2016,Mental health crisis services and health-based places of safety,Effective,1
RXM,29/09/2016,Mental health crisis services and health-based places of safety,Caring,2
RXM,29/09/2016,Mental health crisis services and health-based places of safety,Responsive,2
RXM,29/09/2016,Mental health crisis services and health-based places of safety,Well-led,2
RXM,29/09/2016,Mental health crisis services and health-based places of safety,Overall,1
RXM,29/09/2016,Overall,Safe,1
RXM,29/09/2016,Overall,Effective,1
RXM,29/09/2016,Overall,Caring,2
RXM,29/09/2016,Overall,Responsive,1
RXM,29/09/2016,Overall,Well-led,0
RXM,29/09/2016,Overall,Overall,1
RXM,29/09/2016,Specialist community mental health services for children and young people,Safe,2
RXM,29/09/2016,Specialist community mental health services for children and young people,Effective,2
RXM,29/09/2016,Specialist community mental health services for children and young people,Caring,3
RXM,29/09/2016,Specialist community mental health services for children and young people,Responsive,3
RXM,29/09/2016,Specialist community mental health services for children and young people,Well-led,2
RXM,29/09/2016,Specialist community mental health services for children and young people,Overall,3
RXM,29/03/2017,Wards for older people with mental health problems,Safe,1
RXM,29/03/2017,Wards for older people with mental health problems,Effective,1
RXM,29/03/2017,Wards for older people with mental health problems,Caring,2
RXM,29/03/2017,Wards for older people with mental health problems,Responsive,2
RXM,29/03/2017,Wards for older people with mental health problems,Well-led,1
RXM,29/03/2017,Wards for older people with mental health problems,Overall,1
RXN,21/04/2017,Overall,Safe,1
RXN,21/04/2017,Overall,Effective,1
RXN,21/04/2017,Overall,Caring,2
RXN,21/04/2017,Overall,Responsive,1
RXN,21/04/2017,Overall,Well-led,1
RXN,21/04/2017,Overall,Overall,1
RXP,29/09/2015,Community dental services,Safe,2
RXP,29/09/2015,Community dental services,Effective,2
RXP,29/09/2015,Community dental services,Caring,2
RXP,29/09/2015,Community dental services,Responsive,2
RXP,29/09/2015,Community dental services,Well-led,2
RXP,29/09/2015,Community dental services,Overall,2
RXP,29/09/2015,Community health inpatient services,Safe,2
RXP,29/09/2015,Community health inpatient services,Effective,2
RXP,29/09/2015,Community health inpatient services,Caring,2
RXP,29/09/2015,Community health inpatient services,Responsive,2
RXP,29/09/2015,Community health inpatient services,Well-led,2
RXP,29/09/2015,Community health inpatient services,Overall,2
RXP,29/09/2015,Community health services for adults,Safe,2
RXP,29/09/2015,Community health services for adults,Effective,2
RXP,29/09/2015,Community health services for adults,Caring,2
RXP,29/09/2015,Community health services for adults,Responsive,2
RXP,29/09/2015,Community health services for adults,Well-led,2
RXP,29/09/2015,Community health services for adults,Overall,2
RXP,29/09/2015,"Community health services for children, young people and families",Safe,2
RXP,29/09/2015,"Community health services for children, young people and families",Effective,2
